from,to,relation
EXP_DEF052,ORG192,relevant
ORG245,ORG046,relevant
OBJ152,ORG046,isPublished
LOC243,ORG046,contain
LOC147,ORG046,contain
ORG033,ORG046,contain
DOC331,ORG046,isPublished
DOC332,ORG246,isPublished
OBJ171,DOC332,relevant
ORG247,DOC334,publish
PER056,DOC335,relevant
PER057,DOC336,relevant
PER055,DOC337,relevant
PER055,DOC338,relevant
PER058,DOC339,relevant
PER059,DOC340,relevant
PER060,DOC341,relevant
ORG247,DOC344,relevant
LOC244,ORG248,isPublished
LOC009,ORG017,isPublished
LOC245,LOC244,contain
ORG249,LOC244,relevant
LOC244,ORG019,relevant
ORG081,ORG046,contain
CLS002,ORG046,isPublished
DOC345,ORG046,isPublished
PER061,CLS098,contain
DOC346,ORG196,isPublished
EXP_DEF053,ORG250,relevant
DOC347,ORG046,isPublished
CONC130,ORG046,relevant
ORG251,ORG046,relevant
CONC130,ORG252,relevant
CONC130,ORG046,relevant
LOC251,CONC130,contain
CONC130,ORG046,relevant
ORG253,CONC130,relevant
CONC130,ORG046,relevant
DOC040,ORG046,isPublished
LOC001,OBJ123,contain
DOC348,ORG046,isPublished
LOC252,DOC348,contain
CONC131,OBJ173,relevant
ACT234,DOC348,relevant
PER063,DOC349,workFor
ORG254,DOC350,contain
EXP_DEF054,DOC348,relevant
DOC351,LOC253,relevant
DOC352,ORG046,isPublished
DOC353,ORG046,isPublished
CLS120,ORG046,isPublished
CLS121,LOC254,isPublished
DOC360,ORG046,isPublished
DOC361,ORG017,isPublished
ACT246,ORG259,relevant
CONC049,ORG046,relevant
CLS067,ORG046,relevant
ACT089,ORG046,isPublished
ORG116,ORG046,contain
CONC134,ORG046,relevant
ACT106,DOC200,relevant
ACT247,ORG194,relevant
CONC136,CONC135,classifyTo
CONC139,ACT250,relevant
CONC140,PER067,relevant
ACT251,OBJ176,isPublished
CLS025,ORG046,isPublished
DOC146,ORG018,isPublished
ORG081,ORG046,contain
CLS002,ORG046,isPublished
DOC363,ORG046,isPublished
EXP_DEF055,CLS122,relevant
ACT252,ORG046,isPublished
OBJ177,LOC255,contain
ACT253,LOC256,contain
CONC141,LOC256,relevant
ACT254,DOC364,relevant
DOC365,ACT256,isCited
OBJ179,LOC256,relevant
EXP_DEF056,DOC366,relevant
ACT253,LOC256,relevant
LOC258,ORG046,relevant
EXP_DEF057,LOC167,relevant
EXP_DEF058,LOC023,relevant
EXP_DEF059,LOC032,relevant
EXP_DEF060,LOC259,relevant
EXP_DEF061,LOC260,relevant
DOC367,ORG046,isPublished
CLS123,ORG046,isPublished
ACT258,CLS053,relevant
EXP_DEF062,ORG046,relevant
CLS025,ORG046,isPublished
ACT259,ORG046,isPublished
ACT259,ORG046,relevant
ORG046,ORG046,contain
LOC179,ORG046,isPublished
CONC142,OBJ180,relevant
DOC368,LOC179,relevant
OBJ181,LOC179,relevant
ORG046,LOC179,contain
CONC061,LOC179,relevant
CONC143,LOC179,relevant
DOC369,ORG046,isPublished
LOC050,LOC048,contain
LOC261,LOC052,contain
LOC046,LOC167,contain
ACT313,ORG109,relevant
CONC158,CONC162,relevant
ACT162,ORG196,isPublished
ACT113,ACT162,relevant
DOC372,ORG046,isPublished
ORG265,ORG176,contain
PER068,OBJ186,workFor
EXP_DEF063,ACT266,relevant
OBJ188,ACT267,relevant
OBJ189,ACT268,relevant
DOC373,ORG046,isPublished
DOC375,ORG046,isPublished
ORG192,ORG109,contain
CLS054,OBJ192,relevant
EXP_DEF064,DOC376,relevant
DOC377,ORG046,isPublished
CLS124,ORG048,isPublished
DOC378,ORG046,isPublished
ORG272,ORG271,relevant
STATE026,ACT273,relevant
ORG273,ORG046,isPublished
DOC379,ORG276,relevant
DOC380,ORG277,relevant
DOC381,ORG046,isPublished
CLS125,DOC061,relevant
CLS125,OBJ022,relevant
CONC144,LOC263,contain
ACT275,DOC382,relevant
ACT276,DOC383,relevant
CLS125,LOC008,contain
CLS126,ORG280,isPublished
DOC385,DOC384,isCited
OBJ194,CLS126,relevant
OBJ197,OBJ196,classifyTo
ORG196,ORG647,contain
ORG196,ORG647,contain
DOC209,DOC047,relevant
DOC387,ORG046,isPublished
DOC387,ORG281,publish
DOC387,ORG282,publish
DOC388,ORG046,isPublished
DOC006,ORG046,isPublished
ORG046,ORG026,contain
ORG026,CONC078,relevant
ACT279,ORG026,relevant
DOC006,ORG046,isPublished
ORG011,ORG046,isPublished
CONC145,ACT280,relevant
CONC146,ACT281,relevant
ACT283,ACT282,relevant
ACT282,LOC264,publish
EXP_DEF065,ACT282,relevant
LOC265,PER069,relevant
ACT285,LOC266,contain
OBJ199,LOC266,contain
CONC149,PER070,relevant
OBJ202,OBJ201,relevant
ACT288,OBJ203,relevant
DOC392,ACT289,isCited
OBJ204,OBJ203,relevant
ORG098,DOC393,publish
ACT290,OBJ203,relevant
ACT291,OBJ203,isCited
OBJ126,OBJ203,contain
ACT294,OBJ203,relevant
ORG046,ORG244,contain
DOC394,ORG046,isPublished
LOC267,ORG284,contain
STATE027,OBJ129,relevant
PER071,ORG285,employ
ACT296,ACT295,relevant
CONC037,ACT299,relevant
ACT204,OBJ129,relevant
DOC396,ORG285,isPublished
ACT300,PER072,relevant
ACT301,OBJ129,relevant
CONC151,CONC150,relevant
CONC180,ORG086,relevant
DOC397,ORG046,isPublished
LOC269,ORG109,contain
ORG046,ORG011,relevant
DOC400,ORG290,isPublished
DOC401,ORG019,isPublished
ORG292,ORG291,relevant
CONC153,CONC152,relevant
DOC024,ORG046,isCited
CONC154,ORG046,relevant
ORG099,CONC154,contain
ORG099,CONC154,relevant
ACT304,ORG046,isPublished
CONC155,ORG293,relevant
ACT305,ORG294,relevant
ACT306,ORG295,relevant
DOC402,ORG296,relevant
OBJ207,LOC270,relevant
OBJ208,OBJ116,relevant
OBJ209,ORG297,relevant
ACT307,ORG298,relevant
ACT310,PER073,relevant
CONC169,ORG133,classifyTo
CLS171,OBJ225,relevant
ACT324,ORG046,isPublished
STATE030,LOC272,contain
DOC414,ORG046,isCited
EXP_DEF066,OBJ128,relevant
STATE031,OBJ128,relevant
DOC415,ORG046,isPublished
ORG302,ORG301,contain
CONC162,DOC416,relevant
DOC417,DOC384,relevant
DOC419,DOC418,publish
DOC196,ORG099,isPublished
ORG011,ORG046,relevant
DOC177,ORG046,relevant
ORG304,ORG303,contain
CONC163,ORG305,relevant
ORG308,ORG307,contain
CONC164,CLS132,relevant
ORG004,CLS133,employ
ORG123,CLS132,employ
ORG123,CLS132,publish
DOC420,ORG305,isPublished
CLS134,ACT326,employ
ORG310,ORG309,relevant
LOC273,ACT328,contain
LOC154,LOC274,classifyTo
CONC166,ORG046,isPublished
LOC256,CONC166,relevant
LOC256,CONC166,relevant
LOC256,CONC166,relevant
LOC256,CONC166,relevant
LOC256,CONC166,relevant
LOC256,CONC166,relevant
LOC256,CONC166,publish
LOC256,CONC166,publish
LOC256,CONC166,publish
LOC256,CONC166,relevant
LOC275,CONC166,contain
ORG311,CONC166,relevant
ORG311,CONC166,relevant
LOC256,CONC166,relevant
LOC256,CONC166,relevant
DOC421,ORG046,isPublished
ACT040,ORG313,relevant
DOC422,ORG046,isPublished
ACT331,ORG046,isPublished
STATE032,ORG316,relevant
ORG196,ACT332,contain
ACT334,DOC424,relevant
DOC425,ACT335,relevant
ACT336,ACT333,relevant
DOC147,EXP_DEF103,publish
ACT374,DOC254,relevant
CONC167,ORG046,isPublished
CONC169,CONC168,relevant
OBJ224,CONC168,relevant
CONC170,CONC168,relevant
CONC169,CONC171,relevant
ORG113,CONC168,relevant
CONC172,DOC427,relevant
DOC215,CONC168,relevant
CONC173,ORG046,isPublished
ORG319,PER074,employ
CONC173,LOC277,contain
CONC174,CONC173,classifyTo
CONC158,CONC173,relevant
CONC175,OBJ225,relevant
CONC179,CONC173,relevant
CONC173,DOC215,relevant
DOC428,CONC173,relevant
DOC429,CONC173,relevant
ORG321,CONC173,relevant
ACT113,CONC173,relevant
DOC431,ORG046,isPublished
DOC433,CONC180,relevant
OBJ227,ORG046,isPublished
OBJ228,ORG046,isPublished
OBJ229,ORG046,isPublished
ORG192,ORG109,contain
DOC436,DOC435,isCited
DOC434,ORG019,isPublished
ACT340,OBJ230,relevant
ORG046,CLS137,publish
DOC439,ORG323,isPublished
ORG324,ORG046,contain
ORG326,ORG325,contain
DOC440,ORG327,relevant
DOC441,ORG046,isPublished
CLS139,ORG329,relevant
CONC181,CONC180,relevant
ACT342,ORG046,isPublished
CONC182,ACT151,relevant
ACT344,LOC278,contain
ACT260,ACT151,relevant
ORG011,ORG046,contain
ORG332,ORG280,contain
DOC444,DOC410,relevant
DOC445,DOC417,relevant
ORG208,ORG099,contain
ORG046,ORG333,contain
LOC061,LOC008,contain
EXP_DEF067,DOC446,relevant
OBJ233,LOC281,contain
ACT353,ACT352,relevant
DOC448,CONC184,publish
DOC450,ORG046,isPublished
ACT354,CONC162,relevant
STATE033,DOC120,relevant
ACT355,CLS136,relevant
ACT358,ORG338,relevant
ACT359,ORG339,relevant
DOC451,ORG046,isPublished
DOC165,ORG340,isPublished
CONC186,ORG046,relevant
ORG341,DOC213,relevant
CONC169,ACT360,classifyTo
DOC452,ORG046,isPublished
ORG114,ORG046,contain
DOC015,ORG046,isCited
DOC454,ORG017,isPublished
DOC454,ORG010,isPublished
ORG046,ORG011,relevant
OBJ234,ORG342,isPublished
OBJ234,ORG343,relevant
OBJ234,ORG161,isPublished
OBJ234,ORG046,isPublished
CLS149,ORG058,contain
DOC455,ORG344,relevant
DOC455,ORG349,relevant
DOC455,ORG046,relevant
DOC365,ORG046,relevant
LOC282,ORG280,isPublished
CLS141,LOC284,contain
CLS142,LOC285,contain
EXP_DEF069,LOC286,relevant
DOC040,ORG046,isPublished
DOC165,ORG042,isPublished
CLS144,ORG165,relevant
ORG165,PER024,relevant
ORG165,PER024,relevant
CONC187,ORG165,relevant
ACT361,PER024,relevant
CONC162,PER077,relevant
ACT362,ORG165,relevant
DOC457,ORG165,relevant
CLS145,ORG165,relevant
DOC458,ORG165,relevant
CONC188,ORG165,relevant
DOC177,DOC147,isCited
OBJ151,OBJ241,relevant
CLS146,ORG353,relevant
DOC460,ORG196,isPublished
PER079,ORG250,workFor
DOC461,ORG046,isPublished
DOC039,ORG356,isPublished
DOC039,ORG357,isPublished
DOC039,ORG046,isPublished
DOC462,LOC012,relevant
DOC463,DOC461,isCited
ORG109,ORG046,contain
EXP_DEF074,ORG019,relevant
ORG359,ORG046,contain
ORG360,ORG186,relevant
EXP_DEF076,ORG046,relevant
ORG046,ORG186,contain
EXP_DEF077,OBJ242,relevant
OBJ244,ORG046,relevant
ORG192,ORG109,contain
CLS147,ORG174,classifyTo
DOC466,ORG046,isPublished
ORG192,ORG363,contain
ORG046,ORG193,contain
ACT376,ORG046,isPublished
CONC099,ORG364,relevant
DOC467,ORG046,isPublished
ORG192,ORG109,contain
CONC190,LOC287,contain
LOC008,OBJ246,contain
DOC467,ORG019,isPublished
DOC246,ORG046,isPublished
CONC094,CONC093,relevant
ORG054,CONC093,classifyTo
CONC002,ORG046,isPublished
DOC116,ORG046,isPublished
ORG019,DOC147,isCited
DOC468,ORG046,isPublished
DOC468,LOC288,relevant
DOC469,ORG046,isPublished
DOC470,ORG019,isPublished
DOC471,LOC289,isPublished
ACT379,DOC472,relevant
ACT380,DOC473,relevant
ACT382,ACT381,relevant
OBJ249,ACT384,relevant
DOC475,DOC474,isPublished
LOC290,DOC472,contain
STATE034,OBJ250,relevant
CLS148,ACT385,relevant
LOC291,DOC473,relevant
ORG223,ACT383,contain
ORG099,ACT386,relevant
ORG046,ORG046,publish
DOC476,ORG046,isPublished
CONC192,LOC292,contain
DOC477,ORG185,publish
ACT333,ORG046,isPublished
DOC478,ORG340,isPublished
ACT360,ACT333,relevant
CONC194,ACT333,relevant
CONC195,DOC479,relevant
CONC196,DOC480,relevant
ACT360,DOC215,relevant
LOC293,ACT333,contain
ACT387,ORG046,isPublished
STATE035,LOC294,contain
OBJ251,LOC294,relevant
ACT390,LOC296,relevant
DOC483,ORG046,isPublished
DOC484,DOC015,isCited
ACT397,ORG046,relevant
DOC486,ORG046,isPublished
ORG133,CONC150,classifyTo
STATE036,OBJ131,relevant
ACT404,CONC199,relevant
OBJ253,ACT407,relevant
ACT408,OBJ119,relevant
DOC210,ORG046,isPublished
OBJ116,OBJ257,contain
DOC487,ORG046,isPublished
OBJ256,OBJ255,relevant
DOC488,ORG369,relevant
OBJ257,PER081,contain
CONC200,ORG046,relevant
ACT411,LOC001,relevant
OBJ258,DOC116,relevant
LOC001,ORG371,relevant
ORG373,ORG372,relevant
ACT197,ORG374,relevant
DOC489,ORG046,isPublished
CONC201,DOC490,relevant
OBJ261,DOC490,contain
ACT413,DOC492,relevant
OBJ262,DOC493,contain
DOC494,ORG046,isPublished
ORG375,ORG376,relevant
DOC498,ORG046,isPublished
PER082,ORG377,employ
CLS152,ORG378,contain
DOC499,ORG046,isPublished
ORG379,ORG046,relevant
ORG162,ORG046,isPublished
DOC215,ORG382,relevant
ORG383,DOC215,relevant
DOC215,ORG174,relevant
DOC215,ORG174,relevant
DOC215,ORG185,relevant
DOC215,ORG185,relevant
DOC215,ORG185,relevant
DOC215,ORG174,relevant
ORG123,PER112,employ
LOC027,ORG456,contain
CONC202,ORG046,contain
CONC169,ORG046,relevant
CONC204,CONC164,relevant
DOC500,ORG017,isPublished
CONC207,ORG133,classifyTo
ACT416,ORG046,isPublished
LOC298,OBJ068,contain
ACT417,CLS054,relevant
ACT417,LOC069,relevant
DOC202,CLS054,relevant
CLS153,PER084,employ
CONC208,ORG385,relevant
ACT421,DOC503,relevant
ACT421,DOC504,relevant
ACT421,DOC505,relevant
DOC085,ORG046,isCited
DOC506,ORG046,relevant
ORG196,ORG368,contain
DOC573,ORG046,isCited
DOC444,ORG543,relevant
DOC444,ORG543,relevant
DOC444,ORG046,isPublished
DOC507,ORG046,isPublished
ORG386,ORG046,contain
ACT422,ORG386,relevant
ORG046,ORG386,employ
DOC508,ORG386,isCited
ORG046,ORG386,relevant
LOC201,ORG386,relevant
CONC209,CONC162,relevant
ACT424,OBJ131,relevant
ORG387,EXP_DEF082,relevant
ACT428,ORG388,relevant
ACT429,OBJ131,relevant
EXP_DEF084,OBJ131,relevant
STATE037,OBJ131,relevant
ACT430,OBJ131,relevant
ACT565,ORG046,isPublished
ACT022,CONC162,relevant
ORG390,ORG389,contain
DOC509,ORG391,isPublished
ACT432,ACT431,classifyTo
CONC210,OBJ266,relevant
CONC211,OBJ266,relevant
ACT434,ACT433,relevant
ACT435,ACT433,relevant
ACT436,OBJ266,relevant
ACT439,ACT433,relevant
CLS154,OBJ268,relevant
OBJ269,CONC212,relevant
DOC515,ORG046,isPublished
ORG075,DOC517,relevant
DOC520,ORG396,relevant
CONC216,ACT451,relevant
ORG017,ORG046,contain
ORG397,ORG046,contain
ORG398,ORG046,contain
ORG399,ORG046,contain
ORG400,ORG046,contain
ORG401,ORG017,relevant
OBJ272,ORG135,relevant
ORG194,ORG046,relevant
OBJ275,ORG408,relevant
DOC521,ORG046,isPublished
DOC522,ORG046,isPublished
DOC523,ORG046,isCited
DOC047,ORG046,isPublished
LOC081,ORG192,contain
DOC528,ORG046,isPublished
ORG191,LOC300,contain
LOC256,ORG185,contain
ACT459,LOC256,classifyTo
CONC059,DOC202,relevant
LOC256,ACT256,contain
ORG411,ORG046,isPublished
PER091,ORG412,employ
ORG413,ORG412,contain
PER092,ORG413,employ
DOC529,ORG046,relevant
STATE041,OBJ277,relevant
DOC554,ORG046,isPublished
ORG017,ORG046,contain
DOC554,ORG046,isPublished
DOC530,ORG046,isPublished
CONC224,CLS098,relevant
CONC225,ACT354,relevant
STATE042,ACT462,relevant
CLS158,CLS098,classifyTo
CONC226,DOC531,isCited
CONC227,ACT154,relevant
ORG415,DOC532,isPublished
ORG416,OBJ278,relevant
ACT464,ORG046,isPublished
ACT465,LOC205,relevant
ACT466,ORG417,employ
ORG418,ORG124,relevant
ACT469,ORG422,relevant
ORG383,DOC215,relevant
ORG196,DOC215,relevant
OBJ302,ACT509,relevant
ACT361,ORG046,relevant
ACT361,ORG133,relevant
CONC156,ORG133,contain
ACT361,ORG250,relevant
ORG423,ORG046,contain
LOC251,ORG046,isPublished
LOC251,OBJ131,relevant
CONC093,OBJ131,relevant
DOC533,OBJ131,publish
DOC534,OBJ131,publish
DOC535,OBJ131,publish
LOC155,LOC251,relevant
DOC538,ORG046,publish
CLS161,ORG046,classifyTo
ORG424,ORG046,contain
EXP_DEF089,ORG046,relevant
CONC234,ORG093,relevant
ORG011,ORG356,relevant
ACT474,PER095,employ
DOC539,ORG046,isPublished
DOC539,ORG046,isPublished
ORG042,ORG046,contain
DOC540,ORG019,isPublished
ACT480,DOC540,relevant
CONC240,ORG046,isPublished
LOC008,LOC008,classifyTo
LOC008,LOC008,relevant
LOC008,LOC008,relevant
LOC008,LOC008,relevant
LOC008,LOC008,relevant
LOC008,LOC008,relevant
DOC541,ORG046,isPublished
ORG260,LOC301,contain
ACT482,ORG431,relevant
DOC177,ORG431,relevant
DOC595,ORG046,isCited
DOC595,ORG196,isCited
DOC543,DOC085,isCited
DOC543,DOC544,isCited
DOC543,DOC545,isCited
ORG196,LOC205,contain
DOC547,DOC546,publish
OBJ285,OBJ284,relevant
DOC549,ORG046,isCited
CONC241,ORG133,relevant
ORG438,ORG437,contain
CLS166,ORG439,relevant
ORG441,ORG440,contain
CONC245,ORG254,relevant
DOC549,ORG017,isPublished
DOC346,ORG046,isPublished
ORG133,CONC260,relevant
ORG133,ORG254,contain
ORG260,ORG254,contain
CONC227,ORG133,relevant
DOC346,ORG046,publish
DOC314,ORG046,isPublished
EXP_DEF090,OBJ116,relevant
OBJ289,OBJ116,relevant
DOC550,ORG177,isPublished
ORG177,ACT495,relevant
ACT496,ORG046,isPublished
STATE045,LOC083,contain
LOC302,LOC048,contain
LOC303,LOC050,contain
LOC304,LOC052,contain
LOC305,LOC013,contain
LOC306,LOC027,contain
LOC307,LOC046,contain
LOC308,LOC048,contain
LOC309,LOC050,contain
LOC310,LOC052,contain
OBJ290,LOC013,contain
CONC018,LOC311,contain
DOC551,ORG442,isPublished
DOC552,LOC012,isPublished
STATE046,OBJ033,relevant
LOC312,LOC048,contain
EXP_DEF091,CLS169,relevant
ACT361,ORG046,isPublished
DOC553,ORG046,isPublished
DOC554,ORG046,isPublished
CONC246,ORG046,isPublished
DOC555,ORG046,isPublished
DOC556,ORG046,isPublished
ACT502,CONC162,relevant
CONC079,DOC557,relevant
EXP_DEF092,CLS170,relevant
EXP_DEF093,CLS171,relevant
EXP_DEF094,CLS172,relevant
ORG443,DOC558,relevant
CONC222,DOC554,relevant
DOC559,LOC313,contain
LOC008,DOC560,relevant
DOC562,ORG046,isPublished
CONC250,OBJ298,relevant
ACT504,STATE047,relevant
ORG114,DOC564,relevant
ACT505,DOC565,relevant
LOC008,DOC566,relevant
CLS271,CONC404,relevant
DOC808,OBJ420,publish
DOC147,LOC205,contain
DOC147,ORG046,relevant
DOC567,ORG046,isPublished
LOC081,ORG110,contain
DOC217,ORG274,relevant
DOC568,ORG444,isPublished
DOC569,ORG046,isCited
DOC570,ORG446,relevant
ACT506,ORG274,relevant
DOC571,ORG046,isCited
LOC008,ORG020,contain
LOC314,LOC008,contain
DOC215,DOC573,isPublished
DOC215,DOC384,isPublished
ORG383,DOC215,relevant
ORG196,DOC215,relevant
ACT508,CONC252,relevant
CONC253,CONC162,relevant
ORG450,ORG449,relevant
CONC255,DOC215,relevant
DOC574,ACT510,isCited
ORG113,DOC215,relevant
DOC429,DOC215,relevant
CONC256,ORG046,isPublished
OBJ303,OBJ016,relevant
CONC257,OBJ304,relevant
LOC315,CONC256,contain
ORG196,LOC316,contain
DOC576,LOC316,publish
ACT514,OBJ016,relevant
OBJ306,OBJ108,relevant
CONC259,ORG453,relevant
CONC256,PER098,relevant
DOC554,ORG046,relevant
DOC577,EXP_DEF095,relevant
ACT517,LOC317,contain
OBJ307,ACT519,relevant
STATE048,CONC260,relevant
ACT522,OBJ251,contain
DOC196,ORG046,relevant
ORG046,ORG017,isPublished
CLS175,LOC318,contain
CLS176,ORG456,workFor
ORG457,LOC319,contain
ACT523,ORG046,isPublished
ACT524,LOC320,contain
ACT525,LOC321,contain
CONC261,LOC012,relevant
CONC262,LOC012,relevant
DOC578,LOC322,contain
ACT526,CONC263,relevant
OBJ308,LOC323,contain
DOC554,ORG046,contain
LOC050,LOC048,contain
CONC265,CONC264,relevant
CONC266,LOC012,relevant
DOC528,DOC047,isCited
CONC267,LOC012,relevant
DOC554,ORG458,relevant
ORG460,ORG459,isPublished
DOC581,ORG461,isCited
OBJ314,OBJ313,relevant
ACT533,ORG463,isPublished
ORG464,ORG462,relevant
DOC582,ORG462,isPublished
LOC325,LOC324,contain
ACT535,ORG046,isPublished
CLS177,DOC583,relevant
OBJ315,ORG465,isCited
ORG467,ORG465,contain
DOC584,ORG046,isPublished
DOC461,DOC558,relevant
DOC509,ORG391,isPublished
LOC154,ORG046,isPublished
CLS178,DOC585,relevant
LOC154,ORG046,isPublished
DOC389,ORG046,isPublished
ORG109,ORG046,contain
DOC509,ORG391,isPublished
ORG344,ORG046,isPublished
ACT537,ORG046,isPublished
CLS179,DOC586,isPublished
EXP_DEF096,OBJ316,relevant
ORG468,ACT537,workFor
DOC597,ORG046,relevant
DOC598,ORG019,isPublished
STATE049,CONC198,relevant
OBJ319,CONC198,relevant
DOC599,ORG046,isPublished
DOC600,ORG046,isCited
CLS114,ORG046,relevant
CLS114,ORG476,relevant
ORG477,ORG232,relevant
ORG478,ORG075,relevant
CONC278,ORG075,relevant
CONC279,ORG046,relevant
CONC280,ORG479,relevant
ACT547,ORG075,relevant
ORG046,DOC616,publish
ORG497,ORG436,contain
ORG497,ORG498,contain
ORG046,CLS186,publish
DOC177,ORG046,isPublished
DOC253,ORG046,isCited
DOC389,ORG046,isPublished
ACT693,ORG246,relevant
DOC642,ORG046,isPublished
ORG016,ORG388,contain
DOC601,ORG046,isPublished
ORG046,ORG480,contain
ORG046,ORG481,contain
CLS180,ORG046,relevant
DOC602,ORG046,isCited
CONC319,CONC288,classifyTo
ORG364,ORG482,relevant
DOC604,ORG482,relevant
DOC605,ORG482,relevant
OBJ322,ORG482,relevant
ACT548,ORG482,relevant
DOC606,ORG046,isPublished
DOC607,ORG046,isPublished
ORG193,ORG109,contain
DOC607,LOC205,relevant
DOC253,ORG046,isCited
DOC297,ORG046,isPublished
DOC634,ORG046,isPublished
CONC281,ORG019,relevant
DOC609,PER101,relevant
DOC610,ORG483,relevant
CONC282,PER103,relevant
DOC611,ORG019,isPublished
OBJ088,LOC251,relevant
ORG011,ORG046,relevant
DOC600,ORG046,isCited
CLS114,ORG046,relevant
ORG527,ORG046,contain
CONC278,ORG075,relevant
CONC020,ORG479,relevant
ORG391,ORG046,contain
ORG250,DOC118,relevant
CONC283,CONC162,relevant
DOC118,ORG046,isPublished
LOC332,DOC591,contain
DOC612,ORG046,isPublished
OBJ088,ACT313,relevant
OBJ088,DOC558,relevant
DOC613,ACT445,relevant
DOC588,LOC333,contain
ACT556,ACT505,relevant
DOC614,ACT557,isPublished
DOC615,ACT560,relevant
ACT562,OBJ088,relevant
ACT563,ACT149,relevant
ACT564,OBJ131,relevant
DOC611,ORG046,isPublished
ORG487,ORG486,contain
ORG491,ORG490,contain
ORG493,ORG046,relevant
ORG495,ORG494,relevant
ORG496,ORG495,relevant
CLS181,ORG495,relevant
ORG046,ORG031,relevant
DOC616,ORG046,isPublished
DOC618,DOC617,isCited
OBJ325,ACT568,relevant
EXP_DEF097,ORG046,relevant
ORG196,CLS185,contain
CLS186,ORG046,isPublished
CLS187,ORG176,isPublished
CLS185,ORG046,relevant
LOC269,ORG109,contain
ACT549,DOC444,relevant
ACT569,ORG046,relevant
EXP_DEF098,CLS188,relevant
CLS189,ORG502,relevant
CLS190,ORG046,relevant
ACT570,ORG503,relevant
ACT571,CLS191,relevant
ACT572,CONC288,relevant
CONC289,CLS192,relevant
ACT569,ORG046,relevant
ORG504,ORG046,contain
CLS140,OBJ326,relevant
CONC296,ORG508,relevant
ORG046,ORG023,contain
ORG346,ORG022,relevant
ORG346,ORG509,relevant
ORG510,ORG346,relevant
ORG512,ORG511,relevant
ORG346,ORG022,isPublished
ORG022,ORG511,relevant
ORG513,ORG511,relevant
CONC297,ORG511,relevant
DOC628,ORG511,relevant
CONC298,ORG511,relevant
CONC299,ORG346,relevant
CONC300,ORG346,relevant
DOC629,ORG346,relevant
DOC630,ORG511,relevant
ORG346,ORG022,relevant
ACT581,ORG046,isPublished
DOC631,DOC085,isCited
CONC301,OBJ335,relevant
ACT582,OBJ335,relevant
ACT583,OBJ335,relevant
ACT215,OBJ335,relevant
LOC334,ORG046,isPublished
CONC166,CONC303,relevant
CONC305,ACT588,relevant
CONC306,ACT588,relevant
CONC307,ACT588,relevant
CONC308,ACT588,relevant
ACT589,ACT588,relevant
CONC309,ACT588,relevant
ACT590,CLS195,relevant
LOC335,CLS197,contain
ACT588,ORG089,relevant
ACT593,ACT592,relevant
ACT588,ORG514,relevant
CONC311,ACT588,relevant
DOC253,ORG046,isPublished
ORG480,ORG046,relevant
ACT596,ORG480,relevant
ACT100,ORG481,relevant
ACT597,ORG480,relevant
ACT598,ORG481,relevant
PER105,ORG481,relevant
DOC634,ORG481,relevant
DOC635,ORG481,relevant
ACT599,ORG480,relevant
CONC312,LOC338,relevant
ACT600,DOC524,relevant
DOC636,ORG054,isPublished
ACT601,OBJ339,relevant
DOC177,DOC637,isPublished
CLS198,CONC314,relevant
ORG046,ORG520,contain
ORG522,ORG521,contain
CONC316,CLS198,relevant
ORG181,CONC317,relevant
ORG523,CONC315,publish
DOC484,ORG046,isPublished
ORG480,ORG046,relevant
ACT596,ORG480,relevant
ACT598,ORG481,relevant
ACT100,ORG481,relevant
CONC021,ORG480,relevant
ACT100,ORG481,relevant
CONC021,ORG481,relevant
ACT598,ORG481,relevant
DOC638,ORG481,relevant
ORG524,ORG046,relevant
ORG017,ORG046,contain
ACT428,ORG046,relevant
DOC639,ORG046,isPublished
DOC640,ORG046,isPublished
ORG525,ORG046,relevant
CONC318,ORG046,isPublished
CONC319,OBJ131,classifyTo
DOC641,ACT203,relevant
ACT604,CONC320,relevant
ACT605,LOC340,contain
ORG526,OBJ345,contain
DOC015,ORG046,isPublished
DOC211,ORG046,isPublished
DOC687,ORG531,isPublished
CONC321,ORG046,relevant
DOC015,ORG046,isPublished
DOC211,ORG046,isPublished
DOC642,ORG046,isPublished
DOC643,ORG046,isPublished
CONC321,ORG046,relevant
DOC644,ORG046,isPublished
CLS200,ORG046,contain
ACT607,ORG527,relevant
DOC645,ACT477,relevant
DOC646,CONC180,relevant
CONC323,CONC180,relevant
DOC647,CONC180,relevant
ACT610,OBJ348,relevant
ACT612,ACT611,relevant
DOC648,CONC324,relevant
DOC649,ACT549,relevant
DOC650,OBJ349,relevant
DOC651,OBJ350,relevant
OBJ351,ACT613,relevant
ACT614,OBJ352,relevant
DOC652,ACT615,relevant
ACT428,ORG260,classifyTo
DOC206,ORG260,isPublished
ORG011,ORG046,isPublished
DOC631,DOC085,isCited
ORG011,ORG046,isPublished
CONC325,CLS201,relevant
ORG011,ORG046,isPublished
DOC653,ORG046,isPublished
DOC253,ORG017,isPublished
ACT616,ORG528,relevant
DOC422,DOC654,relevant
ACT617,ORG046,isPublished
DOC655,ORG046,isPublished
CONC327,CLS118,relevant
ACT618,ORG232,relevant
CONC328,CLS118,relevant
DOC180,ORG046,relevant
ACT619,ORG528,relevant
DOC656,ORG046,isPublished
DOC657,ORG046,isPublished
DOC052,ORG017,isPublished
ACT620,ORG362,relevant
